"Date","Site","Latitude","Longitude","collection_method","sp","Life_stage","count","Disposition"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"beach seine","Ammodytes hexapterus","adult/non-larval juveniles",87,"released live into wild"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"beach seine","Apodichthys flavidus","adult/non-larval juveniles",1,"released live into wild"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"beach seine","Aulorhynchus flavidus","adult/non-larval juveniles",15,"released live into wild"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"beach seine","Blepsias cirrhosus","adult/non-larval juveniles",2,"released live into wild"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"hand","Caprella_alaskana","adult/non-larval juveniles",0,"regular trash"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"beach seine","Citharichthys sordidus","adult/non-larval juveniles",13,"released live into wild"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"hand","Clinocardium nuttalli","adult/non-larval juveniles",3,"released live into wild"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"beach seine","Cymatogaster aggregata","adult/non-larval juveniles",81,"released live into wild"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"hand","Eelgrass","adult/non-larval juveniles",290,"regular trash"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"beach seine","Gadus macrocephalus","adult/non-larval juveniles",29,"released live into wild"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"hand","Gammarid_amphipod","adult/non-larval juveniles",73,"regular trash"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"beach seine","Gasterosteus aculeatus","adult/non-larval juveniles",1,"released live into wild"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"beach seine","Hemilepidotus sp.","adult/non-larval juveniles",5,"released live into wild"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"beach seine","Hexagrammos stelleri","adult/non-larval juveniles",5,"released live into wild"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"hand","Idotea_rascata","adult/non-larval juveniles",9,"freezer"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"hand","Idotea_rascata","adult/non-larval juveniles",24,"regular trash"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"beach seine","Lepidopsetta spp.","adult/non-larval juveniles",9,"released live into wild"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"beach seine","Leptocottus armatus","adult/non-larval juveniles",18,"released live into wild"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"hand","Littorina_sp","adult/non-larval juveniles",42,"regular trash"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"hand","Lottia_sp","adult/non-larval juveniles",251,"freezer"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"hand","Lottia_sp","adult/non-larval juveniles",12,"regular trash"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"beach seine","Lumpenus sagitta","adult/non-larval juveniles",394,"released live into wild"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"hand","Macoma inquinata","adult/non-larval juveniles",35,"released live into wild"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"hand","Macoma nasuta","adult/non-larval juveniles",7,"released live into wild"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"hand","Macoma sp.","adult/non-larval juveniles",1,"released live into wild"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"crab pot","Metacarcinus magister","adult/non-larval juveniles",5,"released live into wild"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"hand","Metacarcinus magister","adult/non-larval juveniles",6,"freezer"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"beach seine","Myoxocephalus polyacanthocephalus","adult/non-larval juveniles",13,"released live into wild"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"beach seine","Nautichthys oculofasciatus","adult/non-larval juveniles",1,"released live into wild"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"hand","Nereidae","adult/non-larval juveniles",3,"freezer"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"beach seine","Oncorhynchus kisutch","adult/non-larval juveniles",1,"released live into wild"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"beach seine","Ophiodon elongatus","adult/non-larval juveniles",1,"released live into wild"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"beach seine","Pallasina barbata","adult/non-larval juveniles",62,"released live into wild"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"hand","Pandalus danae","adult/non-larval juveniles",3,"freezer"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"beach seine","Parophrys vetulus","adult/non-larval juveniles",31,"released live into wild"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"beach seine","Pholidae","adult/non-larval juveniles",1,"released live into wild"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"beach seine","Pholis laeta","adult/non-larval juveniles",132,"released live into wild"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"hand","Protothaca staminea","adult/non-larval juveniles",11,"released live into wild"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"hand","Pugettia producta","adult/non-larval juveniles",1,"freezer"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"hand","Saccharina lattisima","adult/non-larval juveniles",5,"freezer"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"hand","Saxidomus gigantea","adult/non-larval juveniles",1,"released live into wild"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"beach seine","Squalus acanthias","adult/non-larval juveniles",1,"released live into wild"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"beach seine","Syngnathus leptorhynchus","adult/non-larval juveniles",26,"released live into wild"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"crab pot","Telmessus cheiragonus","adult/non-larval juveniles",26,"released live into wild"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"hand","Telmessus cheiragonus","adult/non-larval juveniles",7,"freezer"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"hand","Terebellidae","adult/non-larval juveniles",14,"freezer"
"7/14/2018","Kaguk Cove",55.735283,-133.295189,"hand","Ulva sp.","adult/non-larval juveniles",3,"freezer"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"beach seine","Anoplarchus insignis","adult/non-larval juveniles",4,"released live into wild"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"beach seine","Artedius spp.","adult/non-larval juveniles",4,"released live into wild"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"beach seine","Aulorhynchus flavidus","adult/non-larval juveniles",6,"released live into wild"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"beach seine","Blepsias cirrhosus","adult/non-larval juveniles",1,"released live into wild"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"hand","Caprella_alaskana","adult/non-larval juveniles",0,"regular trash"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"hand","Clinocardium nuttalli","adult/non-larval juveniles",3,"released live into wild"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"beach seine","Cymatogaster aggregata","adult/non-larval juveniles",41,"released live into wild"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"hand","Eelgrass","adult/non-larval juveniles",333,"regular trash"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"beach seine","Gadus macrocephalus","adult/non-larval juveniles",58,"released live into wild"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"hand","Gammarid_amphipod","adult/non-larval juveniles",40,"regular trash"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"beach seine","Gasterosteus aculeatus","adult/non-larval juveniles",4,"released live into wild"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"beach seine","Hemilepidotus sp.","adult/non-larval juveniles",12,"released live into wild"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"beach seine","Hexagrammos octogrammus","adult/non-larval juveniles",1,"released live into wild"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"beach seine","Hexagrammos stelleri","adult/non-larval juveniles",4,"released live into wild"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"hand","Idotea_rascata","adult/non-larval juveniles",11,"freezer"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"hand","Idotea_rascata","adult/non-larval juveniles",64,"regular trash"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"beach seine","Lepidopsetta spp.","adult/non-larval juveniles",1,"released live into wild"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"beach seine","Leptocottus armatus","adult/non-larval juveniles",4,"released live into wild"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"hand","Littorina_sp","adult/non-larval juveniles",10,"regular trash"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"hand","Lottia_sp","adult/non-larval juveniles",188,"freezer"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"hand","Lottia_sp","adult/non-larval juveniles",37,"regular trash"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"beach seine","Lumpenus sagitta","adult/non-larval juveniles",80,"released live into wild"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"hand","Macoma inquinata","adult/non-larval juveniles",28,"released live into wild"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"crab pot","Metacarcinus magister","adult/non-larval juveniles",2,"released live into wild"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"hand","Metacarcinus magister","adult/non-larval juveniles",1,"freezer"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"beach seine","Myoxocephalus polyacanthocephalus","adult/non-larval juveniles",11,"released live into wild"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"beach seine","Pallasina barbata","adult/non-larval juveniles",57,"released live into wild"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"hand","Pandalus danae","adult/non-larval juveniles",3,"freezer"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"beach seine","Parophrys vetulus","adult/non-larval juveniles",4,"released live into wild"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"beach seine","Pholidae","adult/non-larval juveniles",2,"released live into wild"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"beach seine","Pholis laeta","adult/non-larval juveniles",118,"released live into wild"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"hand","Protothaca staminea","adult/non-larval juveniles",136,"released live into wild"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"hand","Saccharina lattisima","adult/non-larval juveniles",3,"freezer"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"hand","Saxidomus gigantea","adult/non-larval juveniles",1,"released live into wild"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"beach seine","Sebastes auriculatus","adult/non-larval juveniles",1,"released live into wild"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"beach seine","Syngnathus leptorhynchus","adult/non-larval juveniles",6,"released live into wild"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"crab pot","Telmessus cheiragonus","adult/non-larval juveniles",5,"released live into wild"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"hand","Telmessus cheiragonus","adult/non-larval juveniles",3,"freezer"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"hand","Terebellidae","adult/non-larval juveniles",3,"freezer"
"7/15/2018","Gaktu Cove",55.738953,-133.313514,"hand","Ulva sp.","adult/non-larval juveniles",3,"freezer"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"beach seine","Ammodytes hexapterus","adult/non-larval juveniles",3,"released live into wild"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"beach seine","Anoplarchus insignis","adult/non-larval juveniles",1,"released live into wild"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"beach seine","Apodichthys flavidus","adult/non-larval juveniles",2,"released live into wild"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"beach seine","Artedius spp.","adult/non-larval juveniles",1,"released live into wild"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"beach seine","Blepsias cirrhosus","adult/non-larval juveniles",4,"released live into wild"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"hand","Caprella_alaskana","adult/non-larval juveniles",0,"regular trash"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"hand","Clinocardium nuttalli","adult/non-larval juveniles",2,"released live into wild"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"beach seine","Clupea pallasii","adult/non-larval juveniles",1,"released live into wild"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"beach seine","Cymatogaster aggregata","adult/non-larval juveniles",779,"released live into wild"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"hand","Eelgrass","adult/non-larval juveniles",366,"regular trash"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"beach seine","Gadus macrocephalus","adult/non-larval juveniles",8,"released live into wild"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"hand","Gammarid_amphipod","adult/non-larval juveniles",146,"regular trash"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"beach seine","Gasterosteus aculeatus","adult/non-larval juveniles",104,"released live into wild"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"beach seine","Hemilepidotus sp.","adult/non-larval juveniles",5,"released live into wild"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"beach seine","Hexagrammos stelleri","adult/non-larval juveniles",8,"released live into wild"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"hand","Idotea_rascata","adult/non-larval juveniles",7,"freezer"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"hand","Idotea_rascata","adult/non-larval juveniles",67,"regular trash"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"beach seine","Lepidopsetta spp.","adult/non-larval juveniles",25,"released live into wild"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"beach seine","Leptocottus armatus","adult/non-larval juveniles",27,"released live into wild"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"hand","Littorina_sp","adult/non-larval juveniles",3,"regular trash"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"hand","Lottia_sp","adult/non-larval juveniles",229,"freezer"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"hand","Lottia_sp","adult/non-larval juveniles",4,"regular trash"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"beach seine","Lumpenus sagitta","adult/non-larval juveniles",1233,"released live into wild"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"hand","Macoma inquinata","adult/non-larval juveniles",5,"released live into wild"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"hand","Macoma nasuta","adult/non-larval juveniles",1,"released live into wild"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"crab pot","Metacarcinus magister","adult/non-larval juveniles",28,"released live into wild"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"hand","Metacarcinus magister","adult/non-larval juveniles",6,"freezer"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"beach seine","Myoxocephalus polyacanthocephalus","adult/non-larval juveniles",20,"released live into wild"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"beach seine","Pallasina barbata","adult/non-larval juveniles",7,"released live into wild"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"beach seine","Parophrys vetulus","adult/non-larval juveniles",14,"released live into wild"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"beach seine","Pholis laeta","adult/non-larval juveniles",91,"released live into wild"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"hand","Protothaca staminea","adult/non-larval juveniles",57,"released live into wild"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"hand","Saccharina lattisima","adult/non-larval juveniles",1,"freezer"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"hand","Saxidomus gigantea","adult/non-larval juveniles",7,"released live into wild"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"beach seine","Syngnathus leptorhynchus","adult/non-larval juveniles",16,"released live into wild"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"hand","Telmessus cheiragonus","adult/non-larval juveniles",3,"freezer"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"hand","Terebellidae","adult/non-larval juveniles",6,"freezer"
"7/16/2018","Nossuk Bay",55.706493,-133.341566,"hand","Ulva sp.","adult/non-larval juveniles",6,"freezer"
"7/11/2018","North Pass",55.229743,-132.924047,"beach seine","Aulorhynchus flavidus","adult/non-larval juveniles",12,"released live into wild"
"7/11/2018","North Pass",55.229743,-132.924047,"crab pot","Cancer productus","adult/non-larval juveniles",17,"released live into wild"
"7/11/2018","North Pass",55.229743,-132.924047,"hand","Cancer productus","adult/non-larval juveniles",4,"freezer"
"7/11/2018","North Pass",55.229743,-132.924047,"hand","Caprella_alaskana","adult/non-larval juveniles",1,"regular trash"
"7/11/2018","North Pass",55.229743,-132.924047,"hand","Clinocardium nuttalli","adult/non-larval juveniles",4,"released live into wild"
"7/11/2018","North Pass",55.229743,-132.924047,"beach seine","Cymatogaster aggregata","adult/non-larval juveniles",172,"released live into wild"
"7/11/2018","North Pass",55.229743,-132.924047,"hand","Eelgrass","adult/non-larval juveniles",286,"regular trash"
"7/11/2018","North Pass",55.229743,-132.924047,"hand","Gammarid_amphipod","adult/non-larval juveniles",13,"regular trash"
"7/11/2018","North Pass",55.229743,-132.924047,"beach seine","Gasterosteus aculeatus","adult/non-larval juveniles",184,"released live into wild"
"7/11/2018","North Pass",55.229743,-132.924047,"beach seine","Hemilepidotus sp.","adult/non-larval juveniles",1,"released live into wild"
"7/11/2018","North Pass",55.229743,-132.924047,"beach seine","Hexagrammos stelleri","adult/non-larval juveniles",2,"released live into wild"
"7/11/2018","North Pass",55.229743,-132.924047,"hand","Idotea_rascata","adult/non-larval juveniles",3,"freezer"
"7/11/2018","North Pass",55.229743,-132.924047,"hand","Idotea_rascata","adult/non-larval juveniles",30,"regular trash"
"7/11/2018","North Pass",55.229743,-132.924047,"beach seine","Lepidopsetta bilineata","adult/non-larval juveniles",1,"released live into wild"
"7/11/2018","North Pass",55.229743,-132.924047,"beach seine","Leptocottus armatus","adult/non-larval juveniles",2,"released live into wild"
"7/11/2018","North Pass",55.229743,-132.924047,"hand","Littorina_sp","adult/non-larval juveniles",311,"regular trash"
"7/11/2018","North Pass",55.229743,-132.924047,"hand","Lottia_sp","adult/non-larval juveniles",29,"freezer"
"7/11/2018","North Pass",55.229743,-132.924047,"hand","Lottia_sp","adult/non-larval juveniles",3,"regular trash"
"7/11/2018","North Pass",55.229743,-132.924047,"beach seine","Lumpenus sagitta","adult/non-larval juveniles",4,"released live into wild"
"7/11/2018","North Pass",55.229743,-132.924047,"hand","Macoma inquinata","adult/non-larval juveniles",43,"released live into wild"
"7/11/2018","North Pass",55.229743,-132.924047,"crab pot","Metacarcinus gracillis","adult/non-larval juveniles",1,"released live into wild"
"7/11/2018","North Pass",55.229743,-132.924047,"crab pot","Metacarcinus magister","adult/non-larval juveniles",3,"released live into wild"
"7/11/2018","North Pass",55.229743,-132.924047,"hand","Metacarcinus magister","adult/non-larval juveniles",5,"freezer"
"7/11/2018","North Pass",55.229743,-132.924047,"beach seine","Myoxocephalus polyacanthocephalus","adult/non-larval juveniles",4,"released live into wild"
"7/11/2018","North Pass",55.229743,-132.924047,"hand","Nereidae","adult/non-larval juveniles",1,"freezer"
"7/11/2018","North Pass",55.229743,-132.924047,"beach seine","Oncorhynchus kisutch","adult/non-larval juveniles",1,"released live into wild"
"7/11/2018","North Pass",55.229743,-132.924047,"beach seine","Pallasina barbata","adult/non-larval juveniles",1,"released live into wild"
"7/11/2018","North Pass",55.229743,-132.924047,"hand","Pandalus danae","adult/non-larval juveniles",6,"freezer"
"7/11/2018","North Pass",55.229743,-132.924047,"beach seine","Pholidae","adult/non-larval juveniles",1,"released live into wild"
"7/11/2018","North Pass",55.229743,-132.924047,"beach seine","Pholis laeta","adult/non-larval juveniles",5,"released live into wild"
"7/11/2018","North Pass",55.229743,-132.924047,"beach seine","Pleuronectidae","adult/non-larval juveniles",2,"released live into wild"
"7/11/2018","North Pass",55.229743,-132.924047,"hand","Protothaca staminea","adult/non-larval juveniles",39,"released live into wild"
"7/11/2018","North Pass",55.229743,-132.924047,"crab pot","Pugettia producta","adult/non-larval juveniles",1,"released live into wild"
"7/11/2018","North Pass",55.229743,-132.924047,"hand","Saxidomus gigantea","adult/non-larval juveniles",27,"released live into wild"
"7/11/2018","North Pass",55.229743,-132.924047,"beach seine","Syngnathus leptorhynchus","adult/non-larval juveniles",2,"released live into wild"
"7/11/2018","North Pass",55.229743,-132.924047,"crab pot","Telmessus cheiragonus","adult/non-larval juveniles",3,"released live into wild"
"7/11/2018","North Pass",55.229743,-132.924047,"hand","Telmessus cheiragonus","adult/non-larval juveniles",1,"freezer"
"7/11/2018","North Pass",55.229743,-132.924047,"hand","Terebellidae","adult/non-larval juveniles",2,"freezer"
"7/11/2018","North Pass",55.229743,-132.924047,"hand","Ulva sp.","adult/non-larval juveniles",3,"freezer"
"7/12/2018","Natzuhini",55.249258,-132.881141,"beach seine","Anoplarchus insignis","adult/non-larval juveniles",1,"released live into wild"
"7/12/2018","Natzuhini",55.249258,-132.881141,"beach seine","Artedius spp.","adult/non-larval juveniles",7,"released live into wild"
"7/12/2018","Natzuhini",55.249258,-132.881141,"beach seine","Aulorhynchus flavidus","adult/non-larval juveniles",7,"released live into wild"
"7/12/2018","Natzuhini",55.249258,-132.881141,"crab pot","Cancer productus","adult/non-larval juveniles",19,"released live into wild"
"7/12/2018","Natzuhini",55.249258,-132.881141,"hand","Cancer productus","adult/non-larval juveniles",5,"freezer"
"7/12/2018","Natzuhini",55.249258,-132.881141,"hand","Caprella_alaskana","adult/non-larval juveniles",8,"regular trash"
"7/12/2018","Natzuhini",55.249258,-132.881141,"hand","Clinocardium nuttalli","adult/non-larval juveniles",4,"released live into wild"
"7/12/2018","Natzuhini",55.249258,-132.881141,"beach seine","Cymatogaster aggregata","adult/non-larval juveniles",63,"released live into wild"
"7/12/2018","Natzuhini",55.249258,-132.881141,"hand","Eelgrass","adult/non-larval juveniles",313,"regular trash"
"7/12/2018","Natzuhini",55.249258,-132.881141,"beach seine","Enophrys bison","adult/non-larval juveniles",1,"released live into wild"
"7/12/2018","Natzuhini",55.249258,-132.881141,"hand","Gammarid_amphipod","adult/non-larval juveniles",29,"regular trash"
"7/12/2018","Natzuhini",55.249258,-132.881141,"beach seine","Gasterosteus aculeatus","adult/non-larval juveniles",2757,"released live into wild"
"7/12/2018","Natzuhini",55.249258,-132.881141,"beach seine","Hemilepidotus sp.","adult/non-larval juveniles",3,"released live into wild"
"7/12/2018","Natzuhini",55.249258,-132.881141,"hand","Idotea_rascata","adult/non-larval juveniles",10,"freezer"
"7/12/2018","Natzuhini",55.249258,-132.881141,"hand","Idotea_rascata","adult/non-larval juveniles",82,"regular trash"
"7/12/2018","Natzuhini",55.249258,-132.881141,"beach seine","Lepidopsetta spp.","adult/non-larval juveniles",4,"released live into wild"
"7/12/2018","Natzuhini",55.249258,-132.881141,"beach seine","Leptocottus armatus","adult/non-larval juveniles",15,"released live into wild"
"7/12/2018","Natzuhini",55.249258,-132.881141,"hand","Littorina_sp","adult/non-larval juveniles",120,"regular trash"
"7/12/2018","Natzuhini",55.249258,-132.881141,"hand","Lottia_sp","adult/non-larval juveniles",216,"freezer"
"7/12/2018","Natzuhini",55.249258,-132.881141,"hand","Lottia_sp","adult/non-larval juveniles",10,"regular trash"
"7/12/2018","Natzuhini",55.249258,-132.881141,"beach seine","Lumpenus sagitta","adult/non-larval juveniles",163,"released live into wild"
"7/12/2018","Natzuhini",55.249258,-132.881141,"hand","Macoma sp.","adult/non-larval juveniles",16,"released live into wild"
"7/12/2018","Natzuhini",55.249258,-132.881141,"crab pot","Metacarcinus magister","adult/non-larval juveniles",2,"released live into wild"
"7/12/2018","Natzuhini",55.249258,-132.881141,"hand","Metacarcinus magister","adult/non-larval juveniles",2,"freezer"
"7/12/2018","Natzuhini",55.249258,-132.881141,"hand","Mya arenaria","adult/non-larval juveniles",4,"released live into wild"
